,Class,Text,text_message,word_tokens,stemmed,final_text,labels
3154,ham,Ok...,ok,['ok'],['ok'],ok,0
3155,ham,Long time. You remember me today.,long time you remember me today,"['long', 'time', 'you', 'remember', 'me', 'today']","['long', 'time', 'you', 'rememb', 'me', 'today']",long time you rememb me today,0
3156,ham,Havent shopping now lor i juz arrive only,havent shopping now lor i juz arrive only,"['havent', 'shopping', 'now', 'lor', 'i', 'juz', 'arrive', 'only']","['havent', 'shop', 'now', 'lor', 'i', 'juz', 'arriv', 'onli']",havent shop now lor juz arriv onli,0
3157,ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,thank u it better work out cause i will feel used otherwise,"['thank', 'u', 'it', 'better', 'work', 'out', 'cause', 'i', 'will', 'feel', 'used', 'otherwise']","['thank', 'u', 'it', 'better', 'work', 'out', 'caus', 'i', 'will', 'feel', 'use', 'otherwis']",thank it better work out caus will feel use otherwis,0
3158,ham,Are you up for the challenge? I know i am :),are you up for the challenge i know i am ,"['are', 'you', 'up', 'for', 'the', 'challenge', 'i', 'know', 'i', 'am', '']","['are', 'you', 'up', 'for', 'the', 'challeng', 'i', 'know', 'i', 'am', '']",are you up for the challeng know am,0
3159,ham,How much did ur hdd casing cost.,how much did ur hdd casing cost,"['how', 'much', 'did', 'ur', 'hdd', 'casing', 'cost']","['how', 'much', 'did', 'ur', 'hdd', 'case', 'cost']",how much did ur hdd case cost,0
3160,ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,mystery solved just opened my email and hes sent me another batch isnt he a sweetie,"['mystery', 'solved', 'just', 'opened', 'my', 'email', 'and', 'hes', 'sent', 'me', 'another', 'batch', 'isnt', 'he', 'a', 'sweetie']","['mysteri', 'solv', 'just', 'open', 'my', 'email', 'and', 'he', 'sent', 'me', 'anoth', 'batch', 'isnt', 'he', 'a', 'sweeti']",mysteri solv just open my email and he sent me anoth batch isnt he sweeti,0
3161,ham,I can't describe how lucky you are that I'm actually awake by noon,i cant describe how lucky you are that im actually awake by noon,"['i', 'cant', 'describe', 'how', 'lucky', 'you', 'are', 'that', 'im', 'actually', 'awake', 'by', 'noon']","['i', 'cant', 'describ', 'how', 'lucki', 'you', 'are', 'that', 'im', 'actual', 'awak', 'by', 'noon']",cant describ how lucki you are that im actual awak by noon,0
3162,spam,This is the 2nd time we have tried to contact u. U have won the Ã¥Â£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,this is the 2nd time we have tried to contact u u have won the ã¥â£1450 prize to claim just call 09053750005 b4 310303 tcsstop sms 08718725756 140ppm,"['this', 'is', 'the', '2nd', 'time', 'we', 'have', 'tried', 'to', 'contact', 'u', 'u', 'have', 'won', 'the', 'ã¥â£1450', 'prize', 'to', 'claim', 'just', 'call', '09053750005', 'b4', '310303', 'tcsstop', 'sms', '08718725756', '140ppm']","['thi', 'is', 'the', '2nd', 'time', 'we', 'have', 'tri', 'to', 'contact', 'u', 'u', 'have', 'won', 'the', 'ã¥â£1450', 'prize', 'to', 'claim', 'just', 'call', '09053750005', 'b4', '310303', 'tcsstop', 'sm', '08718725756', '140ppm']",thi is the 2nd time we have tri to contact have won the ã¥â£1450 prize to claim just call 09053750005 b4 310303 tcsstop sm 08718725756 140ppm,1
3163,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault im basically good,"['today', 'is', 'sorry', 'day', 'if', 'ever', 'i', 'was', 'angry', 'with', 'you', 'if', 'ever', 'i', 'misbehaved', 'or', 'hurt', 'you', 'plz', 'plz', 'just', 'slap', 'urself', 'bcoz', 'its', 'ur', 'fault', 'im', 'basically', 'good']","['today', 'is', 'sorri', 'day', 'if', 'ever', 'i', 'wa', 'angri', 'with', 'you', 'if', 'ever', 'i', 'misbehav', 'or', 'hurt', 'you', 'plz', 'plz', 'just', 'slap', 'urself', 'bcoz', 'it', 'ur', 'fault', 'im', 'basic', 'good']",today is sorri day if ever wa angri with you if ever misbehav or hurt you plz plz just slap urself bcoz it ur fault im basic good,0
3164,ham,Cheers for the card ... Is it that time of year already?,cheers for the card  is it that time of year already,"['cheers', 'for', 'the', 'card', '', 'is', 'it', 'that', 'time', 'of', 'year', 'already']","['cheer', 'for', 'the', 'card', '', 'is', 'it', 'that', 'time', 'of', 'year', 'alreadi']",cheer for the card is it that time of year alreadi,0
3165,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k,"['hot', 'live', 'fantasies', 'call', 'now', '08707509020', 'just', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870k']","['hot', 'live', 'fantasi', 'call', 'now', '08707509020', 'just', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870k']",hot live fantasi call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k,1
3166,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends bslvyl,"['when', 'people', 'see', 'my', 'msgs', 'they', 'think', 'iam', 'addicted', 'to', 'msging', 'they', 'are', 'wrong', 'bcoz', 'they', 'dont', 'know', 'that', 'iam', 'addicted', 'to', 'my', 'sweet', 'friends', 'bslvyl']","['when', 'peopl', 'see', 'my', 'msg', 'they', 'think', 'iam', 'addict', 'to', 'msging', 'they', 'are', 'wrong', 'bcoz', 'they', 'dont', 'know', 'that', 'iam', 'addict', 'to', 'my', 'sweet', 'friend', 'bslvyl']",when peopl see my msg they think iam addict to msging they are wrong bcoz they dont know that iam addict to my sweet friend bslvyl,0
3167,ham,Ugh hopefully the asus ppl dont randomly do a reformat.,ugh hopefully the asus ppl dont randomly do a reformat,"['ugh', 'hopefully', 'the', 'asus', 'ppl', 'dont', 'randomly', 'do', 'a', 'reformat']","['ugh', 'hope', 'the', 'asu', 'ppl', 'dont', 'randomli', 'do', 'a', 'reformat']",ugh hope the asu ppl dont randomli do reformat,0
3168,ham,"Haven't seen my facebook, huh? Lol!",havent seen my facebook huh lol,"['havent', 'seen', 'my', 'facebook', 'huh', 'lol']","['havent', 'seen', 'my', 'facebook', 'huh', 'lol']",havent seen my facebook huh lol,0
3169,ham,"Mah b, I'll pick it up tomorrow",mah b ill pick it up tomorrow,"['mah', 'b', 'ill', 'pick', 'it', 'up', 'tomorrow']","['mah', 'b', 'ill', 'pick', 'it', 'up', 'tomorrow']",mah ill pick it up tomorrow,0
3170,ham,Still otside le..u come 2morrow maga..,still otside leu come 2morrow maga,"['still', 'otside', 'leu', 'come', '2morrow', 'maga']","['still', 'otsid', 'leu', 'come', '2morrow', 'maga']",still otsid leu come 2morrow maga,0
3171,ham,Do u still have plumbers tape and a wrench we could borrow?,do u still have plumbers tape and a wrench we could borrow,"['do', 'u', 'still', 'have', 'plumbers', 'tape', 'and', 'a', 'wrench', 'we', 'could', 'borrow']","['do', 'u', 'still', 'have', 'plumber', 'tape', 'and', 'a', 'wrench', 'we', 'could', 'borrow']",do still have plumber tape and wrench we could borrow,0
3172,spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",dear voucher holder to claim this weeks offer at you pc please go to httpwwwetlpcoukreward tscs apply,"['dear', 'voucher', 'holder', 'to', 'claim', 'this', 'weeks', 'offer', 'at', 'you', 'pc', 'please', 'go', 'to', 'httpwwwetlpcoukreward', 'tscs', 'apply']","['dear', 'voucher', 'holder', 'to', 'claim', 'thi', 'week', 'offer', 'at', 'you', 'pc', 'pleas', 'go', 'to', 'httpwwwetlpcoukreward', 'tsc', 'appli']",dear voucher holder to claim thi week offer at you pc pleas go to httpwwwetlpcoukreward tsc appli,1
3173,ham,It vl bcum more difficult..,it vl bcum more difficult,"['it', 'vl', 'bcum', 'more', 'difficult']","['it', 'vl', 'bcum', 'more', 'difficult']",it vl bcum more difficult,0
3174,spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofÃ¥Â£2000 CASH 18+only. To opt out txt X to 07786200117,ur going 2 bahamas callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise ofã¥â£2000 cash 18only to opt out txt x to 07786200117,"['ur', 'going', '2', 'bahamas', 'callfreefone', '08081560665', 'and', 'speak', 'to', 'a', 'live', 'operator', 'to', 'claim', 'either', 'bahamas', 'cruise', 'ofã¥â£2000', 'cash', '18only', 'to', 'opt', 'out', 'txt', 'x', 'to', '07786200117']","['ur', 'go', '2', 'bahama', 'callfreefon', '08081560665', 'and', 'speak', 'to', 'a', 'live', 'oper', 'to', 'claim', 'either', 'bahama', 'cruis', 'ofã¥â£2000', 'cash', '18onli', 'to', 'opt', 'out', 'txt', 'x', 'to', '07786200117']",ur go bahama callfreefon 08081560665 and speak to live oper to claim either bahama cruis ofã¥â£2000 cash 18onli to opt out txt to 07786200117,1
3175,ham,Havent still waitin as usual... ÃÃ come back sch oredi?,havent still waitin as usual ãã come back sch oredi,"['havent', 'still', 'waitin', 'as', 'usual', 'ã\x8cã\x8f', 'come', 'back', 'sch', 'oredi']","['havent', 'still', 'waitin', 'as', 'usual', 'ã\x8cã\x8f', 'come', 'back', 'sch', 'oredi']",havent still waitin as usual ãã come back sch oredi,0
3176,ham,In meeting da. I will call you,in meeting da i will call you,"['in', 'meeting', 'da', 'i', 'will', 'call', 'you']","['in', 'meet', 'da', 'i', 'will', 'call', 'you']",in meet da will call you,0
3177,ham,K k :-):-) then watch some films.,k k  then watch some films,"['k', 'k', '', 'then', 'watch', 'some', 'films']","['k', 'k', '', 'then', 'watch', 'some', 'film']",then watch some film,0
3178,ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,does cinema plus drink appeal tomo  is a fr thriller by director i like on at mac at 830,"['does', 'cinema', 'plus', 'drink', 'appeal', 'tomo', '', 'is', 'a', 'fr', 'thriller', 'by', 'director', 'i', 'like', 'on', 'at', 'mac', 'at', '830']","['doe', 'cinema', 'plu', 'drink', 'appeal', 'tomo', '', 'is', 'a', 'fr', 'thriller', 'by', 'director', 'i', 'like', 'on', 'at', 'mac', 'at', '830']",doe cinema plu drink appeal tomo is fr thriller by director like on at mac at 830,0
3179,ham,There the size of elephant tablets & u shove um up ur ass!!,there the size of elephant tablets  u shove um up ur ass,"['there', 'the', 'size', 'of', 'elephant', 'tablets', '', 'u', 'shove', 'um', 'up', 'ur', 'ass']","['there', 'the', 'size', 'of', 'eleph', 'tablet', '', 'u', 'shove', 'um', 'up', 'ur', 'ass']",there the size of eleph tablet shove um up ur ass,0
3180,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends take cr da,"['so', 'many', 'people', 'seems', 'to', 'be', 'special', 'at', 'first', 'sight', 'but', 'only', 'very', 'few', 'will', 'remain', 'special', 'to', 'you', 'till', 'your', 'last', 'sight', 'maintain', 'them', 'till', 'life', 'ends', 'take', 'cr', 'da']","['so', 'mani', 'peopl', 'seem', 'to', 'be', 'special', 'at', 'first', 'sight', 'but', 'onli', 'veri', 'few', 'will', 'remain', 'special', 'to', 'you', 'till', 'your', 'last', 'sight', 'maintain', 'them', 'till', 'life', 'end', 'take', 'cr', 'da']",so mani peopl seem to be special at first sight but onli veri few will remain special to you till your last sight maintain them till life end take cr da,0
3181,ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",my parents my kidz my friends n my colleagues all screaming surprise  and i was waiting on the sofa    naked,"['my', 'parents', 'my', 'kidz', 'my', 'friends', 'n', 'my', 'colleagues', 'all', 'screaming', 'surprise', '', 'and', 'i', 'was', 'waiting', 'on', 'the', 'sofa', '', '', '', 'naked']","['my', 'parent', 'my', 'kidz', 'my', 'friend', 'n', 'my', 'colleagu', 'all', 'scream', 'surpris', '', 'and', 'i', 'wa', 'wait', 'on', 'the', 'sofa', '', '', '', 'nake']",my parent my kidz my friend my colleagu all scream surpris and wa wait on the sofa nake,0
3182,ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ã_ cut ur hair. ,dunno i juz askin cos i got a card got 20 off 4 a salon called hair sense so i tot its da one ã cut ur hair,"['dunno', 'i', 'juz', 'askin', 'cos', 'i', 'got', 'a', 'card', 'got', '20', 'off', '4', 'a', 'salon', 'called', 'hair', 'sense', 'so', 'i', 'tot', 'its', 'da', 'one', 'ã\x8c', 'cut', 'ur', 'hair']","['dunno', 'i', 'juz', 'askin', 'co', 'i', 'got', 'a', 'card', 'got', '20', 'off', '4', 'a', 'salon', 'call', 'hair', 'sens', 'so', 'i', 'tot', 'it', 'da', 'one', 'ã\x8c', 'cut', 'ur', 'hair']",dunno juz askin co got card got 20 off salon call hair sens so tot it da one ã cut ur hair,0
3183,ham,Good morning pookie pie! Lol hope I didn't wake u up,good morning pookie pie lol hope i didnt wake u up,"['good', 'morning', 'pookie', 'pie', 'lol', 'hope', 'i', 'didnt', 'wake', 'u', 'up']","['good', 'morn', 'pooki', 'pie', 'lol', 'hope', 'i', 'didnt', 'wake', 'u', 'up']",good morn pooki pie lol hope didnt wake up,0
3184,ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,maybe if you woke up before fucking 3 this wouldnt be a problem,"['maybe', 'if', 'you', 'woke', 'up', 'before', 'fucking', '3', 'this', 'wouldnt', 'be', 'a', 'problem']","['mayb', 'if', 'you', 'woke', 'up', 'befor', 'fuck', '3', 'thi', 'wouldnt', 'be', 'a', 'problem']",mayb if you woke up befor fuck thi wouldnt be problem,0
3185,ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,happy birthday to youdearwith lots of loverakhesh nri,"['happy', 'birthday', 'to', 'youdearwith', 'lots', 'of', 'loverakhesh', 'nri']","['happi', 'birthday', 'to', 'youdearwith', 'lot', 'of', 'loverakhesh', 'nri']",happi birthday to youdearwith lot of loverakhesh nri,0
3186,ham,Howz that persons story,howz that persons story,"['howz', 'that', 'persons', 'story']","['howz', 'that', 'person', 'stori']",howz that person stori,0
3187,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 08712101358 now only 10p per min btnationalrate,"['this', 'is', 'the', '2nd', 'time', 'we', 'have', 'tried', '2', 'contact', 'u', 'u', 'have', 'won', 'the', '750', 'pound', 'prize', '2', 'claim', 'is', 'easy', 'call', '08712101358', 'now', 'only', '10p', 'per', 'min', 'btnationalrate']","['thi', 'is', 'the', '2nd', 'time', 'we', 'have', 'tri', '2', 'contact', 'u', 'u', 'have', 'won', 'the', '750', 'pound', 'prize', '2', 'claim', 'is', 'easi', 'call', '08712101358', 'now', 'onli', '10p', 'per', 'min', 'btnationalr']",thi is the 2nd time we have tri contact have won the 750 pound prize claim is easi call 08712101358 now onli 10p per min btnationalr,1
3188,ham,X2  &lt;#&gt; . Are you going to get that,x2  ltgt  are you going to get that,"['x2', '', 'ltgt', '', 'are', 'you', 'going', 'to', 'get', 'that']","['x2', '', 'ltgt', '', 'are', 'you', 'go', 'to', 'get', 'that']",x2 ltgt are you go to get that,0
3189,ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItÃ¥Ãs the least a unique person like u deserve. Sleep tight or morning,hi neva worry bout da truth coz the truth will lead me 2 ur heart itã¥ãs the least a unique person like u deserve sleep tight or morning,"['hi', 'neva', 'worry', 'bout', 'da', 'truth', 'coz', 'the', 'truth', 'will', 'lead', 'me', '2', 'ur', 'heart', 'itã¥ã\x95s', 'the', 'least', 'a', 'unique', 'person', 'like', 'u', 'deserve', 'sleep', 'tight', 'or', 'morning']","['hi', 'neva', 'worri', 'bout', 'da', 'truth', 'coz', 'the', 'truth', 'will', 'lead', 'me', '2', 'ur', 'heart', 'itã¥ã\x95', 'the', 'least', 'a', 'uniqu', 'person', 'like', 'u', 'deserv', 'sleep', 'tight', 'or', 'morn']",hi neva worri bout da truth coz the truth will lead me ur heart itã¥ã the least uniqu person like deserv sleep tight or morn,0
3190,spam,UR awarded a City Break and could WIN a Ã¥Â£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+Ã¥Â£1.50perWKsub,ur awarded a city break and could win a ã¥â£200 summer shopping spree every wk txt store to 88039skilgmetscs087147403231winawkage16ã¥â£150perwksub,"['ur', 'awarded', 'a', 'city', 'break', 'and', 'could', 'win', 'a', 'ã¥â£200', 'summer', 'shopping', 'spree', 'every', 'wk', 'txt', 'store', 'to', '88039skilgmetscs087147403231winawkage16ã¥â£150perwksub']","['ur', 'award', 'a', 'citi', 'break', 'and', 'could', 'win', 'a', 'ã¥â£200', 'summer', 'shop', 'spree', 'everi', 'wk', 'txt', 'store', 'to', '88039skilgmetscs087147403231winawkage16ã¥â£150perwksub']",ur award citi break and could win ã¥â£200 summer shop spree everi wk txt store to 88039skilgmetscs087147403231winawkage16ã¥â£150perwksub,1
3191,ham,Is ur paper today in e morn or aft?,is ur paper today in e morn or aft,"['is', 'ur', 'paper', 'today', 'in', 'e', 'morn', 'or', 'aft']","['is', 'ur', 'paper', 'today', 'in', 'e', 'morn', 'or', 'aft']",is ur paper today in morn or aft,0
3192,ham,I will lick up every drop :) are you ready to use your mouth as well?,i will lick up every drop  are you ready to use your mouth as well,"['i', 'will', 'lick', 'up', 'every', 'drop', '', 'are', 'you', 'ready', 'to', 'use', 'your', 'mouth', 'as', 'well']","['i', 'will', 'lick', 'up', 'everi', 'drop', '', 'are', 'you', 'readi', 'to', 'use', 'your', 'mouth', 'as', 'well']",will lick up everi drop are you readi to use your mouth as well,0
3193,ham,And you! Will expect you whenever you text! Hope all goes well tomo ,and you will expect you whenever you text hope all goes well tomo,"['and', 'you', 'will', 'expect', 'you', 'whenever', 'you', 'text', 'hope', 'all', 'goes', 'well', 'tomo']","['and', 'you', 'will', 'expect', 'you', 'whenev', 'you', 'text', 'hope', 'all', 'goe', 'well', 'tomo']",and you will expect you whenev you text hope all goe well tomo,0
3194,ham,Great. P diddy is my neighbor and comes for toothpaste every morning,great p diddy is my neighbor and comes for toothpaste every morning,"['great', 'p', 'diddy', 'is', 'my', 'neighbor', 'and', 'comes', 'for', 'toothpaste', 'every', 'morning']","['great', 'p', 'diddi', 'is', 'my', 'neighbor', 'and', 'come', 'for', 'toothpast', 'everi', 'morn']",great diddi is my neighbor and come for toothpast everi morn,0
3195,ham,"I av a new number,  . Wil u only use this one,ta.",i av a new number   wil u only use this oneta,"['i', 'av', 'a', 'new', 'number', '', '', 'wil', 'u', 'only', 'use', 'this', 'oneta']","['i', 'av', 'a', 'new', 'number', '', '', 'wil', 'u', 'onli', 'use', 'thi', 'oneta']",av new number wil onli use thi oneta,0
3196,ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,so its to be poking man everyday that they teach you in canada abi how are you just saying hi,"['so', 'its', 'to', 'be', 'poking', 'man', 'everyday', 'that', 'they', 'teach', 'you', 'in', 'canada', 'abi', 'how', 'are', 'you', 'just', 'saying', 'hi']","['so', 'it', 'to', 'be', 'poke', 'man', 'everyday', 'that', 'they', 'teach', 'you', 'in', 'canada', 'abi', 'how', 'are', 'you', 'just', 'say', 'hi']",so it to be poke man everyday that they teach you in canada abi how are you just say hi,0
3197,ham,7 lor... Change 2 suntec... Wat time u coming?,7 lor change 2 suntec wat time u coming,"['7', 'lor', 'change', '2', 'suntec', 'wat', 'time', 'u', 'coming']","['7', 'lor', 'chang', '2', 'suntec', 'wat', 'time', 'u', 'come']",lor chang suntec wat time come,0
3198,ham,No de.am seeing in online shop so that i asked.,no deam seeing in online shop so that i asked,"['no', 'deam', 'seeing', 'in', 'online', 'shop', 'so', 'that', 'i', 'asked']","['no', 'deam', 'see', 'in', 'onlin', 'shop', 'so', 'that', 'i', 'ask']",no deam see in onlin shop so that ask,0
3199,ham,Just curious because my cuz asked what I was up to,just curious because my cuz asked what i was up to,"['just', 'curious', 'because', 'my', 'cuz', 'asked', 'what', 'i', 'was', 'up', 'to']","['just', 'curiou', 'becaus', 'my', 'cuz', 'ask', 'what', 'i', 'wa', 'up', 'to']",just curiou becaus my cuz ask what wa up to,0
3200,ham,Nice.nice.how is it working?,nicenicehow is it working,"['nicenicehow', 'is', 'it', 'working']","['nicenicehow', 'is', 'it', 'work']",nicenicehow is it work,0
3201,ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,okay lor wah like that def they wont let us go haha what did they say in the terms and conditions,"['okay', 'lor', 'wah', 'like', 'that', 'def', 'they', 'wont', 'let', 'us', 'go', 'haha', 'what', 'did', 'they', 'say', 'in', 'the', 'terms', 'and', 'conditions']","['okay', 'lor', 'wah', 'like', 'that', 'def', 'they', 'wont', 'let', 'us', 'go', 'haha', 'what', 'did', 'they', 'say', 'in', 'the', 'term', 'and', 'condit']",okay lor wah like that def they wont let us go haha what did they say in the term and condit,0
3202,ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,haha yup hopefully  we will lose a few kg by mon after hip hop can go orchard and weigh again,"['haha', 'yup', 'hopefully', '', 'we', 'will', 'lose', 'a', 'few', 'kg', 'by', 'mon', 'after', 'hip', 'hop', 'can', 'go', 'orchard', 'and', 'weigh', 'again']","['haha', 'yup', 'hope', '', 'we', 'will', 'lose', 'a', 'few', 'kg', 'by', 'mon', 'after', 'hip', 'hop', 'can', 'go', 'orchard', 'and', 'weigh', 'again']",haha yup hope we will lose few kg by mon after hip hop can go orchard and weigh again,0
3203,ham,She's good. How are you. Where r u working now,shes good how are you where r u working now,"['shes', 'good', 'how', 'are', 'you', 'where', 'r', 'u', 'working', 'now']","['she', 'good', 'how', 'are', 'you', 'where', 'r', 'u', 'work', 'now']",she good how are you where work now,0
3204,ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",oh yes ive just been a little under the weather so ive kind of been coccooning at home,"['oh', 'yes', 'ive', 'just', 'been', 'a', 'little', 'under', 'the', 'weather', 'so', 'ive', 'kind', 'of', 'been', 'coccooning', 'at', 'home']","['oh', 'ye', 'ive', 'just', 'been', 'a', 'littl', 'under', 'the', 'weather', 'so', 'ive', 'kind', 'of', 'been', 'coccoon', 'at', 'home']",oh ye ive just been littl under the weather so ive kind of been coccoon at home,0
3205,ham,At home also.,at home also,"['at', 'home', 'also']","['at', 'home', 'also']",at home also,0
3206,ham,This phone has the weirdest auto correct.,this phone has the weirdest auto correct,"['this', 'phone', 'has', 'the', 'weirdest', 'auto', 'correct']","['thi', 'phone', 'ha', 'the', 'weirdest', 'auto', 'correct']",thi phone ha the weirdest auto correct,0
3207,ham,Oops my phone died and I didn't even know. Yeah I like it better.,oops my phone died and i didnt even know yeah i like it better,"['oops', 'my', 'phone', 'died', 'and', 'i', 'didnt', 'even', 'know', 'yeah', 'i', 'like', 'it', 'better']","['oop', 'my', 'phone', 'die', 'and', 'i', 'didnt', 'even', 'know', 'yeah', 'i', 'like', 'it', 'better']",oop my phone die and didnt even know yeah like it better,0
3208,ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,havent mus ask if u can 1st wat of meet 4 lunch den u n him meet can already lor or u wan 2 go ask da ge 1st then confirm w me asap,"['havent', 'mus', 'ask', 'if', 'u', 'can', '1st', 'wat', 'of', 'meet', '4', 'lunch', 'den', 'u', 'n', 'him', 'meet', 'can', 'already', 'lor', 'or', 'u', 'wan', '2', 'go', 'ask', 'da', 'ge', '1st', 'then', 'confirm', 'w', 'me', 'asap']","['havent', 'mu', 'ask', 'if', 'u', 'can', '1st', 'wat', 'of', 'meet', '4', 'lunch', 'den', 'u', 'n', 'him', 'meet', 'can', 'alreadi', 'lor', 'or', 'u', 'wan', '2', 'go', 'ask', 'da', 'ge', '1st', 'then', 'confirm', 'w', 'me', 'asap']",havent mu ask if can 1st wat of meet lunch den him meet can alreadi lor or wan go ask da ge 1st then confirm me asap,0
3209,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",she said do u mind if i go into the bedroom for a minute   ok i sed in a sexy mood she came out 5 minuts latr wid a caken my wife,"['she', 'said', 'do', 'u', 'mind', 'if', 'i', 'go', 'into', 'the', 'bedroom', 'for', 'a', 'minute', '', '', 'ok', 'i', 'sed', 'in', 'a', 'sexy', 'mood', 'she', 'came', 'out', '5', 'minuts', 'latr', 'wid', 'a', 'caken', 'my', 'wife']","['she', 'said', 'do', 'u', 'mind', 'if', 'i', 'go', 'into', 'the', 'bedroom', 'for', 'a', 'minut', '', '', 'ok', 'i', 'sed', 'in', 'a', 'sexi', 'mood', 'she', 'came', 'out', '5', 'minut', 'latr', 'wid', 'a', 'caken', 'my', 'wife']",she said do mind if go into the bedroom for minut ok sed in sexi mood she came out minut latr wid caken my wife,0
3210,ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",oh yeahand hav a great time in newquaysend me a postcard 1 look after all the girls while im goneu know the 1im talkin boutxx,"['oh', 'yeahand', 'hav', 'a', 'great', 'time', 'in', 'newquaysend', 'me', 'a', 'postcard', '1', 'look', 'after', 'all', 'the', 'girls', 'while', 'im', 'goneu', 'know', 'the', '1im', 'talkin', 'boutxx']","['oh', 'yeahand', 'hav', 'a', 'great', 'time', 'in', 'newquaysend', 'me', 'a', 'postcard', '1', 'look', 'after', 'all', 'the', 'girl', 'while', 'im', 'goneu', 'know', 'the', '1im', 'talkin', 'boutxx']",oh yeahand hav great time in newquaysend me postcard look after all the girl while im goneu know the 1im talkin boutxx,0
3211,ham,We got a divorce. Lol. She.s here,we got a divorce lol shes here,"['we', 'got', 'a', 'divorce', 'lol', 'shes', 'here']","['we', 'got', 'a', 'divorc', 'lol', 'she', 'here']",we got divorc lol she here,0
3212,ham,What's ur pin?,whats ur pin,"['whats', 'ur', 'pin']","['what', 'ur', 'pin']",what ur pin,0
3213,ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",babe have you got enough money to pick up bread and milk  and ill give you it back when you get home ,"['babe', 'have', 'you', 'got', 'enough', 'money', 'to', 'pick', 'up', 'bread', 'and', 'milk', '', 'and', 'ill', 'give', 'you', 'it', 'back', 'when', 'you', 'get', 'home', '']","['babe', 'have', 'you', 'got', 'enough', 'money', 'to', 'pick', 'up', 'bread', 'and', 'milk', '', 'and', 'ill', 'give', 'you', 'it', 'back', 'when', 'you', 'get', 'home', '']",babe have you got enough money to pick up bread and milk and ill give you it back when you get home,0
3214,ham,I want snow. It's just freezing and windy.,i want snow its just freezing and windy,"['i', 'want', 'snow', 'its', 'just', 'freezing', 'and', 'windy']","['i', 'want', 'snow', 'it', 'just', 'freez', 'and', 'windi']",want snow it just freez and windi,0
